"SEQ_NO","MTI","CARD_NO","PROC_CODE","ORIGINAL_DATE","TRACE_NO","REF_NO","ACQ_ID","ISS_ID","APPROVAL_CODE","RESPONSE_CODE","TERM_ID","ORIGINAL_DATA","REVERSED","TNX_STAMP","PACKAGER","AMOUNT","ACCOUNT_NO","LOCAL_TIME","LOCAL_DATE","SETTLE_DATE","MCC","CURRENCY_CODE","DEST_ACCOUNT","RECONCILE_TIME","TRANX_DATE","ADD_INFO","SERVICE_CODE","VAS_INFO","BEN_ID","IBFT_INFO","AMOUNT_SETTLEMENT","AMOUNT_CARDHOLDER","CURRENCY_CODE_SETTLEMENT","CURRENCY_CODE_CARDHOLDER","CONVERSION_RATE_SETTLEMENT","CONVERSION_RATE_CARDHOLDER","USER_DEFINE","TRANX_REF","ACQ_INST_COUNTRY_CODE","POS_ENTRY_MODE","POS_CONDITION_CODE","CARD_ACCEPT_ID_CODE","CARD_ACCEPT_NAME_LOCATION","SETTLEMENT_CODE","PAYMENT_CODE","INFO_HOLDER_BENECIARY","RECORD_DATA","ADD_RECORD_DATA","REVERSED123","REVERSED124","REVERSED125","MESSAGE_NUMBER","LAST_MESSAGE_NUMBER","INSERT INTO RPT.ISOMESSAGE (SEQ_NO","LAST_MESSAGE_NUMBER) VALUES"
301072514,"0210","1024953310","912020","0909024525","939847","525202939847","970443",,"101292","00","11111111",,N,2025-09-09 09:45:25.000,,1000000,"1024953310","094525","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEUSK","970406",Nguyen Van A chuyen tien .-,1000000,,"704",,"00000001",,"04","5252IBT1dQ2AEUSK",,"000","00",,,1,,,,,,,,,,,
301072516,"0210","1070013532570000","912020","0909094529","707144","525209707144","970412",,"160134","00","13301002",,N,2025-09-09 09:45:29.000,,1000000,"107001353257","094528","0909","0909","7399","704","0129837294",,2025-09-09 00:00:00.000,"DO QUANG NAM
HA NOI",IF_DEP,"5252IBT1dQ2AEUS6","970406",Do Quang Nam chuyen tien,1000000,,"704",,"00000001",,"04","5252IBT1dQ2AEUS6",,"000","00",,,1,,,,,,,,,,,
301072520,"0210","1020412499","912020","0909024532","352690","525202352690","970443",,"144107","00","11111111",,N,2025-09-09 09:45:32.000,,500000,"1020412499","094532","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEUSH","970406",Nguyen Van A chuyen tien .-,500000,,"704",,"00000001",,"04","5252IBT1dQ2AEUSH",,"000","00",,,1,,,,,,,,,,,
301072521,"0210","1020412499","912020","0909024532","239363","525202239363","970443",,"201042","00","11111111",,N,2025-09-09 09:45:32.000,,1000000,"1020412499","094532","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEUSL","970406",Nguyen Van A chuyen tien .-,1000000,,"704",,"00000001",,"04","5252IBT1dQ2AEUSL",,"000","00",,,1,,,,,,,,,,,
301072545,"0210","1020412509","912020","0909024539","630317","525202630317","970443",,"891150","00","11111111",,N,2025-09-09 09:45:39.000,,500000,"1020412509","094539","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEUSF","970406",Nguyen Van A chuyen tien .-,500000,,"704",,"00000001",,"04","5252IBT1dQ2AEUSF",,"000","00",,,1,,,,,,,,,,,
301078470,"0210","1020404504","912020","0909035743","622537","525203622537","970443",,"648173","00","11111111",,N,2025-09-09 10:57:43.000,,500000,"1020404504","105743","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEPWN","970406",Nguyen Van A chuyen tien .-,500000,,"704",,"00000001",,"04","5252IBT1dQ2AEPWN",,"000","00",,,1,,,,,,,,,,,
301078471,"0210","1020404504","912020","0909035744","781186","525203781186","970443",,"855370","00","11111111",,N,2025-09-09 10:57:44.000,,1000000,"1020404504","105744","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEPJQ","970406",Nguyen Van A chuyen tien .-,1000000,,"704",,"00000001",,"04","5252IBT1dQ2AEPJQ",,"000","00",,,1,,,,,,,,,,,
301078475,"0210","1024953284","912020","0909035751","660265","525203660265","970443",,"614959","00","11111111",,N,2025-09-09 10:57:51.000,,500000,"1024953284","105751","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEPJJ","970406",Nguyen Van A chuyen tien .-,500000,,"704",,"00000001",,"04","5252IBT1dQ2AEPJJ",,"000","00",,,1,,,,,,,,,,,
301078499,"0210","1024953284","912020","0909035752","741355","525203741355","970443",,"664637","00","11111111",,N,2025-09-09 10:57:52.000,,1000000,"1024953284","105752","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEPJC","970406",Nguyen Van A chuyen tien .-,1000000,,"704",,"00000001",,"04","5252IBT1dQ2AEPJC",,"000","00",,,1,,,,,,,,,,,
301078503,"0210","1020412402","912020","0909035759","015766","525203015766","970443",,"850856","00","11111111",,N,2025-09-09 10:58:00.000,,500000,"1020412402","105759","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEPJS","970406",Nguyen Van A chuyen tien .-,500000,,"704",,"00000001",,"04","5252IBT1dQ2AEPJS",,"000","00",,,1,,,,,,,,,,,
301078505,"0210","1020412402","912020","0909035800","171272","525203171272","970443",,"291794","00","11111111",,N,2025-09-09 10:58:00.000,,1000000,"1020412402","105800","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEPJD","970406",Nguyen Van A chuyen tien .-,1000000,,"704",,"00000001",,"04","5252IBT1dQ2AEPJD",,"000","00",,,1,,,,,,,,,,,
301078511,"0210","82247882","912000","0909035804","244181","525210244181","555567","980478",,"68","10000000",,N,2025-09-09 10:58:04.000,,10434800000,"82247882","105804","0909","0909",,"704","9704431175071155",,2025-09-09 00:00:00.000,"shb
hanoi",IF_DEP,"5252BIDCA22ZHK6Y",,Luong test copy GD 68 ngay 09092025 qua so the lan 105,10434800000,,"704",,"00000001",,"04","5252BIDCA22ZHK6Y",,"000","00",,HA NOI     LY THUONG KIET          NAVNM,1,,BUI THI HONG,,,,,,,,,
301078513,"0210","1020412415","912020","0909035807","881770","525203881770","970443",,"636214","00","11111111",,N,2025-09-09 10:58:08.000,,500000,"1020412415","105807","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEPJM","970406",Nguyen Van A chuyen tien .-,500000,,"704",,"00000001",,"04","5252IBT1dQ2AEPJM",,"000","00",,,1,,,,,,,,,,,
301078514,"0210","1020412415","912020","0909035808","971240","525203971240","970443",,"829603","00","11111111",,N,2025-09-09 10:58:08.000,,1000000,"1020412415","105808","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEPJI","970406",Nguyen Van A chuyen tien .-,1000000,,"704",,"00000001",,"04","5252IBT1dQ2AEPJI",,"000","00",,,1,,,,,,,,,,,
301078518,"0210","1020412431","912020","0909035816","389635","525203389635","970443",,"986806","00","11111111",,N,2025-09-09 10:58:16.000,,500000,"1020412431","105816","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEPJU","970406",Nguyen Van A chuyen tien .-,500000,,"704",,"00000001",,"04","5252IBT1dQ2AEPJU",,"000","00",,,1,,,,,,,,,,,
301078519,"0210","1020412431","912020","0909035816","224417","525203224417","970443",,"171482","00","11111111",,N,2025-09-09 10:58:16.000,,1000000,"1020412431","105816","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEPJP","970406",Nguyen Van A chuyen tien .-,1000000,,"704",,"00000001",,"04","5252IBT1dQ2AEPJP",,"000","00",,,1,,,,,,,,,,,
301078523,"0210","1020404533","912020","0909035824","058216","525203058216","970443",,"871399","00","11111111",,N,2025-09-09 10:58:24.000,,500000,"1020404533","105824","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEPJ5","970406",Nguyen Van A chuyen tien .-,500000,,"704",,"00000001",,"04","5252IBT1dQ2AEPJ5",,"000","00",,,1,,,,,,,,,,,
301078524,"0210","1020404533","912020","0909035824","936308","525203936308","970443",,"226585","00","11111111",,N,2025-09-09 10:58:24.000,,1000000,"1020404533","105824","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEPJB","970406",Nguyen Van A chuyen tien .-,1000000,,"704",,"00000001",,"04","5252IBT1dQ2AEPJB",,"000","00",,,1,,,,,,,,,,,
301078531,"0210","1020404562","912020","0909035832","136587","525203136587","970443",,"936187","00","11111111",,N,2025-09-09 10:58:32.000,,500000,"1020404562","105832","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEPJG","970406",Nguyen Van A chuyen tien .-,500000,,"704",,"00000001",,"04","5252IBT1dQ2AEPJG",,"000","00",,,1,,,,,,,,,,,
301078534,"0210","1020404562","912020","0909035832","921415","525203921415","970443",,"046534","00","11111111",,N,2025-09-09 10:58:32.000,,1000000,"1020404562","105832","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEPJ7","970406",Nguyen Van A chuyen tien .-,1000000,,"704",,"00000001",,"04","5252IBT1dQ2AEPJ7",,"000","00",,,1,,,,,,,,,,,
301078562,"0210","1024953297","912020","0909035840","473887","525203473887","970443",,"173753","00","11111111",,N,2025-09-09 10:58:40.000,,500000,"1024953297","105840","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEPJE","970406",Nguyen Van A chuyen tien .-,500000,,"704",,"00000001",,"04","5252IBT1dQ2AEPJE",,"000","00",,,1,,,,,,,,,,,
301078563,"0210","1024953297","912020","0909035840","828483","525203828483","970443",,"834437","00","11111111",,N,2025-09-09 10:58:40.000,,1000000,"1024953297","105840","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEPJ6","970406",Nguyen Van A chuyen tien .-,1000000,,"704",,"00000001",,"04","5252IBT1dQ2AEPJ6",,"000","00",,,1,,,,,,,,,,,
301078565,"0210","82247882","912000","0909035841","288674","525210288674","555567","980478",,"68","10000000",,N,2025-09-09 10:58:42.000,,10534800000,"82247882","105841","0909","0909",,"704","9704431175071155",,2025-09-09 00:00:00.000,"shb
hanoi",IF_DEP,"5252BIDCA22ZHK61",,Luong test copy GD 68 ngay 09092025 qua so the lan 106,10534800000,,"704",,"00000001",,"04","5252BIDCA22ZHK61",,"000","00",,HA NOI     LY THUONG KIET          NAVNM,1,,BUI THI HONG,,,,,,,,,
301078567,"0210","102000016554","912020","0909035842","016107","525220016107","668888","980478","001388","00","90001554",,N,2025-09-09 10:58:42.000,,50000000,"102000016554","105842","0909","0909",,"704","60175787",,2025-09-09 00:00:00.000,"Truong Thi Loc
",IF_DEP,"5252KASIA22ZHK6C","555666",RTGSPMT,50000000,,"704",,"00000001",,"02","5252KASIA22ZHK6C",,"000","00",,,1,,KBANK,,,,,,,,,
301078617,"0210","1020412868","912020","0909035848","229110","525203229110","970443",,"974749","00","11111111",,N,2025-09-09 10:58:48.000,,500000,"1020412868","105848","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEPJH","970406",Nguyen Van A chuyen tien .-,500000,,"704",,"00000001",,"04","5252IBT1dQ2AEPJH",,"000","00",,,1,,,,,,,,,,,
301078622,"0210","1020412868","912020","0909035849","346667","525203346667","970443",,"741191","00","11111111",,N,2025-09-09 10:58:49.000,,1000000,"1020412868","105849","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEPJL","970406",Nguyen Van A chuyen tien .-,1000000,,"704",,"00000001",,"04","5252IBT1dQ2AEPJL",,"000","00",,,1,,,,,,,,,,,
301078693,"0210","1020412457","912020","0909035856","417963","525203417963","970443",,"349809","00","11111111",,N,2025-09-09 10:58:56.000,,500000,"1020412457","105856","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEPJ3","970406",Nguyen Van A chuyen tien .-,500000,,"704",,"00000001",,"04","5252IBT1dQ2AEPJ3",,"000","00",,,1,,,,,,,,,,,
301072535,"0200","1020412499","912020","0909024532","239363","525202239363","970443",,,,"11111111",,N,2025-09-09 09:45:32.000,,1000000,"1020412499","094532","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEUSL","970406",Nguyen Van A chuyen tien .-,1000000,,"704",,"00000001",,"04","5252IBT1dQ2AEUSL",,"000","00","000000000970443",NganhangthuongmaicpSHB HaNoiVietNam. VNM,1,,,,,,,,,,,
301072537,"0200","1020412509","912020","0909024539","630317","525202630317","970443",,,,"11111111",,N,2025-09-09 09:45:39.000,,500000,"1020412509","094539","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEUSF","970406",Nguyen Van A chuyen tien .-,500000,,"704",,"00000001",,"04","5252IBT1dQ2AEUSF",,"000","00","000000000970443",NganhangthuongmaicpSHB HaNoiVietNam. VNM,1,,,,,,,,,,,
301072538,"0200","1020412509","912020","0909024540","849080","525202849080","970443",,,,"11111111",,N,2025-09-09 09:45:40.000,,1000000,"1020412509","094540","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEUS3","970406",Nguyen Van A chuyen tien .-,1000000,,"704",,"00000001",,"04","5252IBT1dQ2AEUS3",,"000","00","000000000970443",NganhangthuongmaicpSHB HaNoiVietNam. VNM,1,,,,,,,,,,,
301072540,"0200","1020404575","912020","0909024547","707438","525202707438","970443",,,,"11111111",,N,2025-09-09 09:45:47.000,,500000,"1020404575","094547","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEUSR","970406",Nguyen Van A chuyen tien .-,500000,,"704",,"00000001",,"04","5252IBT1dQ2AEUSR",,"000","00","000000000970443",NganhangthuongmaicpSHB HaNoiVietNam. VNM,1,,,,,,,,,,,
301072541,"0200","1020404575","912020","0909024548","579123","525202579123","970443",,,,"11111111",,N,2025-09-09 09:45:48.000,,1000000,"1020404575","094548","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEUSN","970406",Nguyen Van A chuyen tien .-,1000000,,"704",,"00000001",,"04","5252IBT1dQ2AEUSN",,"000","00","000000000970443",NganhangthuongmaicpSHB HaNoiVietNam. VNM,1,,,,,,,,,,,
301072564,"0200","1020412541","912020","0909024558","862606","525202862606","970443",,,,"11111111",,N,2025-09-09 09:45:58.000,,500000,"1020412541","094558","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEUDJ","970406",Nguyen Van A chuyen tien .-,500000,,"704",,"00000001",,"04","5252IBT1dQ2AEUDJ",,"000","00","000000000970443",NganhangthuongmaicpSHB HaNoiVietNam. VNM,1,,,,,,,,,,,
301072565,"0200","1020412541","912020","0909024558","207385","525202207385","970443",,,,"11111111",,N,2025-09-09 09:45:58.000,,1000000,"1020412541","094558","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEUD1","970406",Nguyen Van A chuyen tien .-,1000000,,"704",,"00000001",,"04","5252IBT1dQ2AEUD1",,"000","00","000000000970443",NganhangthuongmaicpSHB HaNoiVietNam. VNM,1,,,,,,,,,,,
301072567,"0200","1020412664","912020","0909024605","291484","525202291484","970443",,,,"11111111",,N,2025-09-09 09:46:05.000,,500000,"1020412664","094605","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEUD2","970406",Nguyen Van A chuyen tien .-,500000,,"704",,"00000001",,"04","5252IBT1dQ2AEUD2",,"000","00","000000000970443",NganhangthuongmaicpSHB HaNoiVietNam. VNM,1,,,,,,,,,,,
301072568,"0200","1020412664","912020","0909024606","729368","525202729368","970443",,,,"11111111",,N,2025-09-09 09:46:06.000,,1000000,"1020412664","094606","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEUD9","970406",Nguyen Van A chuyen tien .-,1000000,,"704",,"00000001",,"04","5252IBT1dQ2AEUD9",,"000","00","000000000970443",NganhangthuongmaicpSHB HaNoiVietNam. VNM,1,,,,,,,,,,,
301072570,"0200","1020404520","912020","0909024612","185135","525202185135","970443",,,,"11111111",,N,2025-09-09 09:46:12.000,,500000,"1020404520","094612","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEUDD","970406",Nguyen Van A chuyen tien .-,500000,,"704",,"00000001",,"04","5252IBT1dQ2AEUDD",,"000","00","000000000970443",NganhangthuongmaicpSHB HaNoiVietNam. VNM,1,,,,,,,,,,,
301072576,"0200","1020412732","912020","0909024627","675277","525202675277","970443",,,,"11111111",,N,2025-09-09 09:46:27.000,,500000,"1020412732","094627","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEUDP","970406",Nguyen Van A chuyen tien .-,500000,,"704",,"00000001",,"04","5252IBT1dQ2AEUDP",,"000","00","000000000970443",NganhangthuongmaicpSHB HaNoiVietNam. VNM,1,,,,,,,,,,,
301072571,"0200","1020404520","912020","0909024613","398534","525202398534","970443",,,,"11111111",,N,2025-09-09 09:46:13.000,,1000000,"1020404520","094613","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEUDV","970406",Nguyen Van A chuyen tien .-,1000000,,"704",,"00000001",,"04","5252IBT1dQ2AEUDV",,"000","00","000000000970443",NganhangthuongmaicpSHB HaNoiVietNam. VNM,1,,,,,,,,,,,
301072573,"0200","1020412729","912020","0909024620","937529","525202937529","970443",,,,"11111111",,N,2025-09-09 09:46:20.000,,500000,"1020412729","094620","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEUDI","970406",Nguyen Van A chuyen tien .-,500000,,"704",,"00000001",,"04","5252IBT1dQ2AEUDI",,"000","00","000000000970443",NganhangthuongmaicpSHB HaNoiVietNam. VNM,1,,,,,,,,,,,
301072574,"0200","1020412729","912020","0909024620","120383","525202120383","970443",,,,"11111111",,N,2025-09-09 09:46:20.000,,1000000,"1020412729","094620","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEUD8","970406",Nguyen Van A chuyen tien .-,1000000,,"704",,"00000001",,"04","5252IBT1dQ2AEUD8",,"000","00","000000000970443",NganhangthuongmaicpSHB HaNoiVietNam. VNM,1,,,,,,,,,,,
301072577,"0200","1020412732","912020","0909024628","205062","525202205062","970443",,,,"11111111",,N,2025-09-09 09:46:28.000,,1000000,"1020412732","094628","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEUDY","970406",Nguyen Van A chuyen tien .-,1000000,,"704",,"00000001",,"04","5252IBT1dQ2AEUDY",,"000","00","000000000970443",NganhangthuongmaicpSHB HaNoiVietNam. VNM,1,,,,,,,,,,,
301072579,"0200","1020412745","912020","0909024634","767852","525202767852","970443",,,,"11111111",,N,2025-09-09 09:46:34.000,,500000,"1020412745","094634","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEUDB","970406",Nguyen Van A chuyen tien .-,500000,,"704",,"00000001",,"04","5252IBT1dQ2AEUDB",,"000","00","000000000970443",NganhangthuongmaicpSHB HaNoiVietNam. VNM,1,,,,,,,,,,,
301072580,"0200","1020412745","912020","0909024635","142525","525202142525","970443",,,,"11111111",,N,2025-09-09 09:46:35.000,,1000000,"1020412745","094635","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEUD4","970406",Nguyen Van A chuyen tien .-,1000000,,"704",,"00000001",,"04","5252IBT1dQ2AEUD4",,"000","00","000000000970443",NganhangthuongmaicpSHB HaNoiVietNam. VNM,1,,,,,,,,,,,
301072602,"0200","1024953323","912020","0909024641","261727","525202261727","970443",,,,"11111111",,N,2025-09-09 09:46:41.000,,500000,"1024953323","094641","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEUDG","970406",Nguyen Van A chuyen tien .-,500000,,"704",,"00000001",,"04","5252IBT1dQ2AEUDG",,"000","00","000000000970443",NganhangthuongmaicpSHB HaNoiVietNam. VNM,1,,,,,,,,,,,
301072603,"0200","1024953323","912020","0909024642","601249","525202601249","970443",,,,"11111111",,N,2025-09-09 09:46:42.000,,1000000,"1024953323","094642","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEUD7","970406",Nguyen Van A chuyen tien .-,1000000,,"704",,"00000001",,"04","5252IBT1dQ2AEUD7",,"000","00","000000000970443",NganhangthuongmaicpSHB HaNoiVietNam. VNM,1,,,,,,,,,,,
301072605,"0200","1020412761","912020","0909024648","899603","525202899603","970443",,,,"11111111",,N,2025-09-09 09:46:48.000,,500000,"1020412761","094648","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEUDE","970406",Nguyen Van A chuyen tien .-,500000,,"704",,"00000001",,"04","5252IBT1dQ2AEUDE",,"000","00","000000000970443",NganhangthuongmaicpSHB HaNoiVietNam. VNM,1,,,,,,,,,,,
301072606,"0200","1020412761","912020","0909024649","088830","525202088830","970443",,,,"11111111",,N,2025-09-09 09:46:49.000,,1000000,"1020412761","094649","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEUD6","970406",Nguyen Van A chuyen tien .-,1000000,,"704",,"00000001",,"04","5252IBT1dQ2AEUD6",,"000","00","000000000970443",NganhangthuongmaicpSHB HaNoiVietNam. VNM,1,,,,,,,,,,,
301072609,"0200","1020412774","912020","0909024656","227786","525202227786","970443",,,,"11111111",,N,2025-09-09 09:46:56.000,,500000,"1020412774","094656","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEUDH","970406",Nguyen Van A chuyen tien .-,500000,,"704",,"00000001",,"04","5252IBT1dQ2AEUDH",,"000","00","000000000970443",NganhangthuongmaicpSHB HaNoiVietNam. VNM,1,,,,,,,,,,,
301072610,"0200","1020412774","912020","0909024656","479161","525202479161","970443",,,,"11111111",,N,2025-09-09 09:46:56.000,,1000000,"1020412774","094656","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEUDL","970406",Nguyen Van A chuyen tien .-,1000000,,"704",,"00000001",,"04","5252IBT1dQ2AEUDL",,"000","00","000000000970443",NganhangthuongmaicpSHB HaNoiVietNam. VNM,1,,,,,,,,,,,
301072612,"0200","1020412813","912020","0909024703","905189","525202905189","970443",,,,"11111111",,N,2025-09-09 09:47:03.000,,500000,"1020412813","094703","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEUDF","970406",Nguyen Van A chuyen tien .-,500000,,"704",,"00000001",,"04","5252IBT1dQ2AEUDF",,"000","00","000000000970443",NganhangthuongmaicpSHB HaNoiVietNam. VNM,1,,,,,,,,,,,
301072613,"0200","1020412813","912020","0909024704","809838","525202809838","970443",,,,"11111111",,N,2025-09-09 09:47:04.000,,1000000,"1020412813","094704","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEUD3","970406",Nguyen Van A chuyen tien .-,1000000,,"704",,"00000001",,"04","5252IBT1dQ2AEUD3",,"000","00","000000000970443",NganhangthuongmaicpSHB HaNoiVietNam. VNM,1,,,,,,,,,,,
